TimeDeltaIndex,Time_s,COP,P_elec_kW,P_cond_kW,T_cond_in_degC,T_cond_out_degC,T_eva_in_degC,T_eva_out_degC,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
545400,545401.06,2.13,1897.33,4039.51,50,84.43,12.89,10.86,-0.1,4002.38,82.55,50,0
546000,546001.06,2.14,1909.3,4084.64,50,84.45,12.89,10.86,-0.1,4036.63,82.55,50,0
546600,546601.06,2.15,1921.22,4129.78,50,84.48,12.89,10.86,-0.1,4070.88,82.55,50,0
547200,547200.56,2.16,1934.3,4179.62,50,84.5,12.89,10.86,-0.1,4122.23,82.55,50,0
547800,547801.12,2.16,1931.21,4169.48,50,84.46,12.88,10.88,-0.1,4139.3,82.55,50,0
548400,548401.12,2.16,1929.41,4164.36,50,84.42,12.88,10.89,-0.07,4125.67,82.53,50,0
549000,549001.12,2.16,1927.6,4159.25,50,84.37,12.88,10.89,-0.03,4112.05,82.52,50,0
549600,549601.12,2.16,1925.79,4154.14,50,84.33,12.88,10.89,0,4098.42,82.5,50,0
550200,550500.56,2.15,1916.3,4120.03,50,84.27,12.88,10.89,0.05,4077.98,82.47,50,0
550800,550801.12,2.16,1922.11,4143.61,50,84.25,12.88,10.89,0.1,4057.57,82.45,50,0
551400,551401.12,2.15,1913.43,4119.45,50,84.04,12.88,10.89,0.1,4057.52,82.45,50,0
552000,552001.12,2.15,1904.83,4095.61,50,83.83,12.88,10.89,0.18,4031.82,82.41,50,0
552600,552601.12,2.15,1896.23,4071.76,50,83.62,12.88,10.89,0.27,4006.12,82.37,50,0
553200,553201.12,2.14,1887.63,4047.91,50,83.42,12.88,10.89,0.35,3980.41,82.32,50,0
553800,553801.12,2.14,1879.03,4024.06,50,83.21,12.88,10.89,0.43,3954.71,82.28,50,0
554400,554400.56,2.14,1867.48,3988.72,50,83,12.88,10.89,0.56,3916.18,82.22,50,0
555000,555001.12,2.13,1854.4,3946.44,50,82.82,12.88,10.91,0.6,3903.26,82.2,50,0
555600,555601.12,2.12,1838.32,3892.64,50,82.63,12.88,10.91,0.7,3852.68,82.15,50,0
556200,556201.12,2.11,1822.19,3838.84,50,82.45,12.88,10.91,0.8,3802.11,82.1,50,0
556800,556801.12,2.1,1806.03,3785.03,50,82.27,12.88,10.91,0.9,3751.53,82.05,50,0
557400,557401.12,2.08,1789.81,3731.23,50,82.08,12.88,10.91,1,3700.96,82,50,0
558000,558000.56,2.07,1772.45,3673.22,50,81.9,12.88,10.91,1.15,3625.14,81.92,50,0
558600,558601.12,2.06,1755.44,3613.98,50,81.78,12.88,10.91,1.2,3599.79,81.9,50,0
559200,559201.12,2.04,1737.17,3550.33,50,81.67,12.88,10.91,1.25,3541.46,81.87,50,0
559800,559801.12,2.03,1718.81,3486.67,50,81.55,12.88,10.91,1.3,3483.12,81.85,50,0
560400,560401.12,2.01,1700.36,3423.01,50,81.43,12.88,10.91,1.35,3424.79,81.82,50,0
561000,561300.56,1.99,1671.35,3323.41,50,81.26,12.88,10.91,1.43,3337.28,81.79,50,0
561600,561601.12,1.98,1663.19,3295.86,50,81.2,12.88,10.91,1.5,3249.89,81.75,50,0
562200,562201.12,1.97,1653.17,3264.9,50,81.06,12.88,10.9,1.5,3249.84,81.75,50,0
562800,562801.12,1.97,1643.19,3234.12,50,80.92,12.88,10.9,1.52,3225.37,81.74,50,0
563400,563401.12,1.96,1633.18,3203.34,50,80.77,12.88,10.9,1.53,3200.89,81.73,50,0
564000,564001.12,1.95,1623.16,3172.57,50,80.63,12.88,10.9,1.55,3176.42,81.72,50,0
564600,564900.56,1.94,1607.29,3123.51,50,80.42,12.88,10.9,1.58,3139.71,81.71,50,0
565200,565201.12,1.94,1603.23,3111.57,50,80.35,12.88,10.9,1.6,3103.04,81.7,50,0
565800,565801.12,1.94,1597.81,3094.38,50,80.29,12.88,10.89,1.6,3103.01,81.7,50,0
566400,566401.12,1.93,1592.47,3077.44,50,80.23,12.88,10.89,1.95,3088.51,81.52,50,0
567000,567001.12,1.93,1587.11,3060.49,50,80.17,12.88,10.89,2.3,3074,81.35,50,0
567600,567601.12,1.92,1581.75,3043.55,50,80.12,12.88,10.89,2.65,3059.49,81.17,50,0
568200,568500.56,1.91,1570.16,3005.61,50,80.03,12.88,10.89,3.18,3037.72,80.91,50,0
568800,568801.12,1.92,1571.13,3010.08,50,80,12.88,10.89,3.7,3015.99,80.65,50,0
569400,569401.12,1.91,1568.51,3000.53,50,80.01,12.88,10.89,3.7,3015.97,80.65,50,0
570000,570001.12,1.91,1565.95,2991.15,50,80.02,12.88,10.89,3.87,3006.83,80.57,50,0
570600,570601.12,1.91,1563.38,2981.78,50,80.03,12.88,10.89,4.03,2997.7,80.48,50,0
571200,571201.12,1.9,1560.8,2972.41,50,80.03,12.88,10.89,4.2,2988.56,80.4,50,0
571800,571801.12,1.9,1558.23,2963.03,50,80.04,12.88,10.89,4.37,2979.42,80.32,50,0
572400,572400.56,1.9,1555.94,2954.69,50,80.05,12.88,10.89,4.62,2965.73,80.19,50,0
573000,573001.12,1.9,1555.65,2950.69,50,80.13,12.88,10.89,4.7,2961.16,80.15,50,0
573600,573601.12,1.89,1555.57,2947.45,50,80.22,12.88,10.89,4.77,2955.62,80.12,50,0
574200,574201.12,1.89,1555.48,2944.21,50,80.3,12.88,10.89,4.83,2950.08,80.08,50,0
574800,574801.12,1.89,1555.4,2940.97,50,80.38,12.88,10.89,4.9,2944.54,80.05,50,0
575400,575401.12,1.89,1555.31,2937.73,50,80.47,12.88,10.89,4.97,2939,80.02,50,0
576000,576000.56,1.89,1559.15,2948.25,50,80.55,12.88,10.89,5.07,2930.7,79.97,50,0
576600,576601.12,1.89,1562.78,2955.92,50,80.69,12.88,10.88,5.1,2927.96,79.95,50,0
577200,577201.12,1.9,1570.25,2977.1,50,80.83,12.88,10.87,5.03,2944.04,79.98,50,0
577800,577801.12,1.9,1577.72,2998.28,50,80.98,12.88,10.87,4.97,2960.12,80.02,50,0
578400,578401.19,1.9,1585.18,3019.46,50,81.12,12.88,10.87,4.9,2976.2,80.05,50,0
579000,579300.62,1.91,1598.05,3057.25,50,81.33,12.88,10.87,4.8,3000.33,80.1,50,0
579600,579601.19,1.91,1599.92,3061.29,50,81.4,12.88,10.87,4.7,3024.42,80.15,50,0
580200,580201.19,1.92,1610.4,3097.15,50,81.43,12.88,10.87,4.7,3024.47,80.15,50,0
580800,580801.19,1.93,1620.78,3132.84,50,81.47,12.88,10.87,4.58,3055.1,80.21,50,0
581400,581401.19,1.94,1631.11,3168.52,50,81.5,12.88,10.87,4.47,3085.73,80.27,50,0
582000,582001.19,1.95,1641.41,3204.2,50,81.53,12.88,10.87,4.35,3116.36,80.33,50,0
582600,582900.62,1.97,1658.49,3263.96,50,81.58,12.88,10.87,4.17,3162.31,80.41,50,0
583200,583201.19,1.97,1661.81,3275.33,50,81.6,12.88,10.87,4,3208.2,80.5,50,0
583800,583801.19,1.98,1667.28,3293.88,50,81.63,12.88,10.87,4,3208.22,80.5,50,0
584400,584401.19,1.98,1672.68,3312.23,50,81.67,12.88,10.87,3.92,3222.28,80.54,50,0
585000,585001.19,1.98,1678.07,3330.57,50,81.7,12.88,10.87,3.83,3236.34,80.58,50,0
585600,585601.19,1.99,1683.46,3348.92,50,81.73,12.88,10.87,3.75,3250.41,80.63,50,0
586200,586500.62,2,1692.85,3381.35,50,81.78,12.88,10.87,3.62,3271.5,80.69,50,0
586800,586801.19,2,1694.17,3385.5,50,81.8,12.88,10.87,3.5,3292.56,80.75,50,0
587400,587401.19,2,1696.94,3394.01,50,81.84,12.88,10.88,3.5,3292.57,80.75,50,0
588000,588001.19,2,1699.67,3402.39,50,81.88,12.88,10.88,3.43,3297.05,80.78,50,0
588600,588601.19,2,1702.4,3410.77,50,81.93,12.88,10.88,3.37,3301.53,80.82,50,0
589200,589201.19,2.01,1705.13,3419.15,50,81.97,12.88,10.88,3.3,3306.01,80.85,50,0
589800,589801.19,2.01,1707.86,3427.53,50,82.01,12.88,10.88,3.23,3310.49,80.88,50,0
590400,590400.62,2.01,1713.43,3446.41,50,82.05,12.88,10.88,3.13,3317.21,80.93,50,0
591000,591001.19,2.01,1710.54,3434.38,50,82.08,12.88,10.88,3.1,3319.43,80.95,50,0
591600,591601.19,2.01,1710.5,3432.9,50,82.12,12.88,10.88,3.02,3315.13,80.99,50,0
592200,592201.19,2.01,1710.46,3431.43,50,82.15,12.88,10.88,2.93,3310.83,81.03,50,0
592800,592801.19,2.01,1710.42,3429.95,50,82.18,12.88,10.88,2.85,3306.52,81.08,50,0
593400,593401.19,2,1710.38,3428.47,50,82.22,12.88,10.88,2.77,3302.22,81.12,50,0
594000,594000.62,2.01,1713.93,3440.25,50,82.25,12.88,10.88,2.64,3295.77,81.18,50,0
594600,594601.19,2,1708.52,3418.98,50,82.28,12.88,10.89,2.6,3293.6,81.2,50,0
595200,595201.19,2,1706.7,3410.99,50,82.32,12.88,10.89,2.53,3283.54,81.23,50,0
595800,595801.19,2,1704.87,3402.99,50,82.35,12.88,10.89,2.47,3273.47,81.27,50,0
596400,596401.19,1.99,1703.05,3395,50,82.38,12.88,10.89,2.4,3263.41,81.3,50,0
597000,597001.19,1.99,1701.22,3387,50,82.42,12.88,10.89,2.33,3253.34,81.33,50,0
597600,597600.62,2,1707.39,3408.35,50,82.45,12.88,10.89,2.23,3238.25,81.38,50,0
598200,598201.19,1.98,1689.16,3340.49,50,82.48,12.88,10.9,2.2,3233.16,81.4,50,0
598800,598801.19,1.97,1678.9,3302.03,50,82.52,12.88,10.9,2.12,3195.45,81.44,50,0
599400,599401.19,1.96,1668.58,3263.57,50,82.55,12.88,10.9,2.03,3157.75,81.48,50,0
600000,600001.19,1.94,1658.21,3225.11,50,82.58,12.88,10.9,1.95,3120.04,81.53,50,0
600600,600900.62,1.93,1645.95,3179.58,50,82.63,12.88,10.9,1.82,3063.49,81.59,50,0
601200,601201.19,1.92,1637.25,3148.05,50,82.65,12.88,10.9,1.7,3007.01,81.65,50,0
601800,601801.19,1.91,1622.69,3095.46,50,82.68,12.88,10.91,1.7,3006.91,81.65,50,0
602400,602401.19,1.89,1607.98,3042.74,50,82.72,12.88,10.91,1.63,2956.57,81.68,50,0
603000,603001.19,1.88,1593.16,2990.03,50,82.75,12.88,10.91,1.57,2906.22,81.72,50,0
603600,603601.19,1.86,1578.23,2937.32,50,82.78,12.88,10.91,1.5,2855.88,81.75,50,0
604200,604500.62,1.84,1555.76,2858.85,50,82.83,12.88,10.91,1.4,2780.37,81.8,50,0
604800,604801.19,1.83,1547.97,2831.81,50,82.85,12.88,10.91,1.3,2704.96,81.85,50,0
605400,605401.19,1.83,1546.8,2827.57,50,82.86,12.88,10.89,1.3,2704.95,81.85,50,0
606000,606001.19,1.83,1545.6,2823.24,50,82.87,12.88,10.88,1.18,2699.28,81.91,50,0
606600,606601.19,1.83,1544.4,2818.91,50,82.88,12.88,10.88,1.07,2693.61,81.97,50,0
607200,607201.19,1.82,1543.2,2814.58,50,82.88,12.88,10.88,0.95,2687.94,82.03,50,0
607800,608100.62,1.82,1542.9,2813.17,50,82.9,12.88,10.88,0.77,2679.44,82.11,50,0
608400,608401.19,1.82,1540.71,2805.64,50,82.9,12.88,10.88,0.6,2670.95,82.2,50,0
609000,609001.19,1.82,1542.21,2810.7,50,82.9,12.88,10.88,0.6,2670.96,82.2,50,0
609600,609601.25,1.82,1543.63,2815.49,50,82.9,12.88,10.88,0.47,2675.98,82.27,50,0
610200,610201.25,1.83,1545.05,2820.28,50,82.9,12.88,10.88,0.33,2681.01,82.33,50,0
610800,610801.25,1.83,1546.46,2825.06,50,82.9,12.88,10.88,0.2,2686.03,82.4,50,0
611400,611401.25,1.83,1547.88,2829.85,50,82.9,12.88,10.88,0.07,2691.05,82.47,50,0
612000,612000.62,1.83,1549.25,2834.51,50,82.9,12.88,10.88,-0.13,2698.58,82.57,50,0
612600,612601.25,1.83,1552.3,2844.86,50,82.9,12.88,10.88,-0.2,2701.11,82.6,50,0
613200,613201.25,1.84,1555.31,2855.06,50,82.9,12.88,10.88,-0.32,2712.41,82.66,50,0
613800,613801.25,1.84,1558.31,2865.26,50,82.9,12.88,10.88,-0.43,2723.7,82.72,50,0
614400,614401.25,1.84,1561.31,2875.47,50,82.9,12.88,10.88,-0.55,2735,82.78,50,0
615000,615001.25,1.84,1564.3,2885.67,50,82.9,12.88,10.88,-0.67,2746.3,82.83,50,0
615600,615600.62,1.85,1567.27,2895.83,50,82.9,12.88,10.88,-0.84,2763.23,82.92,50,0
616200,616201.25,1.86,1577.49,2931.12,50,82.89,12.88,10.87,-0.9,2768.94,82.95,50,0
616800,616801.25,1.87,1587.64,2966.34,50,82.88,12.88,10.86,-0.97,2805.45,82.98,50,0
617400,617401.25,1.88,1597.74,3001.57,50,82.88,12.88,10.86,-1.03,2841.95,83.02,50,0
618000,618001.25,1.89,1607.79,3036.79,50,82.87,12.88,10.86,-1.1,2878.46,83.05,50,0
618600,618900.62,1.9,1622.23,3087.74,50,82.85,12.88,10.86,-1.2,2933.21,83.1,50,0
619200,619201.25,1.91,1627.84,3107.6,50,82.85,12.88,10.86,-1.3,2987.89,83.15,50,0
619800,619801.25,1.92,1641.3,3155.11,50,82.85,12.88,10.86,-1.3,2987.99,83.15,50,0
620400,620401.25,1.94,1654.77,3202.93,50,82.85,12.88,10.86,-1.37,3037.28,83.18,50,0
621000,621001.25,1.95,1668.15,3250.75,50,82.85,12.88,10.86,-1.43,3086.56,83.22,50,0
621600,621601.25,1.96,1681.46,3298.56,50,82.85,12.88,10.86,-1.5,3135.84,83.25,50,0
622200,622500.62,1.98,1701.16,3369.87,50,82.85,12.88,10.86,-1.6,3209.77,83.3,50,0
622800,622801.25,1.99,1707.85,3394.21,50,82.85,12.88,10.86,-1.7,3283.59,83.35,50,0
623400,623401.25,2,1723.24,3450.81,50,82.84,12.88,10.85,-1.7,3283.71,83.35,50,0
624000,624001.25,2.02,1738.53,3507.45,50,82.83,12.88,10.85,-1.77,3341.93,83.38,50,0
624600,624601.25,2.03,1753.73,3564.08,50,82.82,12.88,10.85,-1.83,3400.14,83.42,50,0
625200,625201.25,2.05,1768.83,3620.71,50,82.82,12.88,10.85,-1.9,3458.36,83.45,50,0
625800,626100.62,2.07,1791.16,3705.17,50,82.8,12.88,10.85,-2,3545.68,83.5,50,0
626400,626401.25,2.08,1798.76,3734.04,50,82.8,12.88,10.85,-2.1,3632.88,83.55,50,0
627000,627001.25,2.1,1821.88,3822.32,50,82.79,12.88,10.84,-2.1,3633.07,83.55,50,0
627600,627601.25,2.12,1844.79,3910.61,50,82.78,12.88,10.84,-2.13,3723.02,83.57,50,0
628200,628201.25,2.14,1867.5,3998.9,50,82.77,12.88,10.84,-2.17,3812.96,83.58,50,0
628800,628801.25,2.16,1890.01,4087.19,50,82.77,12.88,10.84,-2.2,3902.91,83.6,50,0
629400,629401.25,2.18,1912.34,4175.48,50,82.76,12.88,10.84,-2.23,3992.86,83.62,50,0
630000,630000.62,2.2,1934.38,4263.38,50,82.75,12.88,10.84,-2.28,4127.69,83.64,50,0
630600,630601.25,2.21,1945.46,4308.02,49.85,82.74,12.88,10.85,-2.3,4172.67,83.65,50,0
631200,631201.25,2.22,1956.42,4352.36,49.7,82.73,12.88,10.86,-2.35,4222.38,83.68,50,0
631800,631801.25,2.23,1967.34,4396.71,49.55,82.73,12.88,10.86,-2.4,4272.09,83.7,50,0
632400,632401.25,2.24,1978.21,4441.05,49.4,82.72,12.88,10.86,-2.45,4321.8,83.73,50,0
633000,633001.25,2.26,1989.04,4485.39,49.24,82.71,12.88,10.86,-2.5,4371.51,83.75,50,0
633600,633600.62,2.26,1999.52,4528.44,49.09,82.7,12.88,10.86,-2.58,4446.02,83.79,50,0
634200,634201.25,2.26,1988.53,4486.33,49.24,82.65,12.88,10.89,-2.6,4470.75,83.8,50,0
634800,634801.25,2.25,1977.28,4443.26,49.4,82.6,12.88,10.9,-2.52,4434.69,83.76,50,0
635400,635401.25,2.24,1966,4400.19,49.55,82.55,12.88,10.9,-2.43,4398.64,83.72,50,0
636000,636001.25,2.23,1954.69,4357.11,49.7,82.5,12.88,10.9,-2.35,4362.58,83.67,50,0
636600,636601.25,2.22,1943.35,4314.04,49.85,82.45,12.88,10.9,-2.27,4326.52,83.63,50,0
637200,637200.62,2.21,1927.14,4251.65,50,82.4,12.88,10.9,-2.14,4272.47,83.57,50,0
637800,637801.25,2.2,1916.41,4213.01,50,82.32,12.88,10.91,-2.1,4254.37,83.55,50,0
638400,638401.25,2.19,1900.83,4155.19,50,82.23,12.88,10.91,-1.82,4200.93,83.41,50,0
639000,639001.25,2.17,1885.19,4097.38,50,82.15,12.88,10.91,-1.53,4147.49,83.27,50,0
639600,639601.25,2.16,1869.48,4039.57,50,82.07,12.88,10.91,-1.25,4094.05,83.12,50,0
640200,640500.62,2.14,1842.32,3939.33,50,81.94,12.88,10.91,-0.82,4013.89,82.91,50,0
640800,640801.31,2.13,1837.79,3923.61,50,81.9,12.88,10.91,-0.4,3933.85,82.7,50,0
641400,641401.31,2.12,1819.61,3861.1,50,81.72,12.88,10.91,-0.4,3933.73,82.7,50,0
642000,642001.31,2.11,1801.35,3798.58,50,81.55,12.88,10.91,-0.08,3875.23,82.54,50,0
642600,642601.31,2.1,1783.03,3736.06,50,81.37,12.88,10.91,0.23,3816.74,82.38,50,0
643200,643201.31,2.08,1764.63,3673.55,50,81.2,12.88,10.91,0.55,3758.24,82.22,50,0
643800,644100.62,2.06,1736.47,3578.15,50,80.94,12.88,10.91,1.03,3670.5,81.99,50,0
644400,644401.31,2.05,1727.83,3549.27,50,80.85,12.88,10.91,1.5,3582.89,81.75,50,0
645000,645001.31,2.04,1717.31,3510.8,50,80.82,12.88,10.9,1.5,3582.81,81.75,50,0
645600,645601.31,2.03,1706.8,3472.53,50,80.8,12.88,10.9,1.63,3546.57,81.68,50,0
646200,646201.31,2.02,1696.24,3434.25,50,80.77,12.88,10.9,1.77,3510.33,81.62,50,0
646800,646801.31,2.01,1685.65,3395.97,50,80.75,12.88,10.9,1.9,3474.1,81.55,50,0
647400,647700.62,2,1668.69,3334.98,50,80.71,12.88,10.9,2.1,3419.74,81.45,50,0
648000,648001.31,1.99,1664.12,3318.69,50,80.7,12.88,10.9,2.3,3365.46,81.35,50,0
648600,648601.31,1.98,1647.37,3267.55,50,80.44,12.88,10.9,2.3,3365.37,81.35,50,0
649200,649201.31,1.97,1630.6,3216.52,50,80.18,12.88,10.9,2.33,3321.45,81.33,50,0
649800,649801.31,1.96,1613.79,3165.48,50,79.92,12.88,10.9,2.37,3277.53,81.32,50,0
650400,650401.31,1.95,1596.93,3114.44,50,79.67,12.88,10.9,2.4,3233.62,81.3,50,0
651000,651001.31,1.94,1580.02,3063.41,50,79.41,12.88,10.9,2.43,3189.7,81.28,50,0
651600,651600.62,1.92,1556.22,2988,50,79.15,12.88,10.9,2.48,3123.87,81.26,50,0
652200,652201.31,1.93,1558.86,3001.68,50,79.03,12.88,10.89,2.5,3101.95,81.25,50,0
652800,652801.31,1.92,1554.49,2990.41,50,78.92,12.88,10.88,2.68,3097.57,81.16,50,0
653400,653401.31,1.92,1550.12,2979.14,50,78.8,12.88,10.88,2.87,3093.19,81.07,50,0
654000,654001.31,1.92,1545.75,2967.87,50,78.68,12.88,10.88,3.05,3088.81,80.97,50,0
654600,654601.31,1.92,1541.38,2956.61,50,78.57,12.88,10.88,3.23,3084.43,80.88,50,0
655200,655200.62,1.91,1533.12,2931.53,50,78.45,12.88,10.88,3.51,3077.86,80.75,50,0
655800,655801.31,1.91,1536.34,2940.53,50,78.52,12.88,10.88,3.6,3075.68,80.7,50,0
656400,656401.31,1.91,1535.49,2935.08,50,78.58,12.88,10.88,3.6,3075.21,80.7,50,0
657000,657001.31,1.91,1534.63,2929.63,50,78.65,12.88,10.88,3.6,3074.74,80.7,50,0
657600,657601.31,1.91,1533.77,2924.18,50,78.72,12.88,10.88,3.6,3074.27,80.7,50,0
658200,658201.31,1.9,1532.91,2918.73,50,78.78,12.88,10.88,3.6,3073.8,80.7,50,0
658800,658800.62,1.9,1533.9,2919.85,50,78.85,12.88,10.88,3.6,3073.09,80.7,50,0
659400,659401.31,1.9,1534.52,2918.71,50,78.94,12.88,10.88,3.6,3072.88,80.7,50,0
660000,660001.31,1.9,1536.96,2924.04,50,79.03,12.88,10.88,3.4,3083.67,80.8,50,0
660600,660601.31,1.9,1539.41,2929.36,50,79.13,12.88,10.88,3.2,3094.45,80.9,50,0
661200,661201.31,1.9,1541.85,2934.68,50,79.22,12.88,10.88,3,3105.23,81,50,0
661800,662100.62,1.91,1548.08,2951.74,50,79.35,12.88,10.88,2.7,3121.4,81.15,50,0
662400,662401.31,1.9,1546.69,2945.17,50,79.4,12.88,10.88,2.4,3137.55,81.3,50,0
663000,663001.31,1.9,1547.84,2945.94,50,79.49,12.88,10.88,2.4,3137.56,81.3,50,0
663600,663601.31,1.9,1548.95,2946.56,50,79.58,12.88,10.88,2.25,3142.58,81.38,50,0
664200,664201.31,1.9,1550.06,2947.18,50,79.68,12.88,10.88,2.1,3147.59,81.45,50,0
664800,664801.31,1.9,1551.17,2947.8,50,79.77,12.88,10.88,1.95,3152.6,81.53,50,0
665400,665700.62,1.91,1563.33,2985.9,50,79.9,12.88,10.88,1.72,3160.13,81.64,50,0
666000,666001.31,1.9,1553.24,2948.55,50,79.95,12.88,10.88,1.5,3167.64,81.75,50,0
666600,666601.31,1.9,1556.68,2959.47,50,79.98,12.88,10.87,1.5,3167.67,81.75,50,0
667200,667201.31,1.9,1560.03,2970.07,50,80.02,12.88,10.87,1.33,3184.45,81.83,50,0
667800,667801.31,1.91,1563.38,2980.67,50,80.05,12.88,10.87,1.17,3201.23,81.92,50,0
668400,668401.31,1.91,1566.72,2991.27,50,80.08,12.88,10.87,1,3218.01,82,50,0
669000,669001.31,1.91,1570.07,3001.87,50,80.12,12.88,10.87,0.83,3234.78,82.08,50,0
669600,669600.62,1.92,1575.06,3018.36,50,80.15,12.88,10.87,0.58,3259.93,82.21,50,0
670200,670201.31,1.92,1579.27,3031.76,50,80.19,12.88,10.87,0.5,3268.36,82.25,50,0
670800,670801.31,1.92,1585.12,3051,50,80.23,12.88,10.87,0.43,3294.19,82.28,50,0
671400,671401.31,1.93,1590.95,3070.24,50,80.28,12.88,10.87,0.37,3320.01,82.32,50,0
672000,672001.38,1.93,1596.78,3089.48,50,80.32,12.88,10.87,0.3,3345.84,82.35,50,0
672600,672601.38,1.94,1602.59,3108.72,50,80.36,12.88,10.87,0.23,3371.66,82.38,50,0
673200,673200.69,1.94,1608.53,3128.46,50,80.4,12.88,10.87,0.13,3410.37,82.43,50,0
673800,673801.38,1.95,1613.48,3145.01,50,80.43,12.88,10.87,0.1,3423.3,82.45,50,0
674400,674401.38,1.95,1618.58,3162.08,50,80.47,12.88,10.87,0.03,3446.73,82.48,50,0
675000,675001.38,1.96,1623.66,3179.16,50,80.5,12.88,10.87,-0.03,3470.15,82.52,50,0
675600,675601.38,1.96,1628.74,3196.23,50,80.53,12.88,10.87,-0.1,3493.57,82.55,50,0
676200,676201.38,1.97,1633.81,3213.31,50,80.57,12.88,10.87,-0.17,3517,82.58,50,0
676800,676800.69,1.97,1641.81,3241.07,50,80.6,12.88,10.87,-0.27,3552.1,82.63,50,0
677400,677401.38,1.97,1639.43,3230.78,50,80.64,12.88,10.88,-0.3,3563.8,82.65,50,0
678000,678001.38,1.97,1639.98,3231.18,50,80.68,12.88,10.88,-0.37,3568.15,82.68,50,0
678600,678601.38,1.97,1640.53,3231.58,50,80.73,12.88,10.88,-0.43,3572.5,82.72,50,0
679200,679201.38,1.97,1641.09,3231.98,50,80.77,12.88,10.88,-0.5,3576.86,82.75,50,0
679800,680100.69,1.99,1661.87,3305.7,50,80.83,12.88,10.88,-0.6,3583.39,82.8,50,0
680400,680401.38,1.97,1642.04,3232.28,50,80.85,12.88,10.87,-0.7,3589.91,82.85,50,0
681000,681001.38,1.96,1636.67,3211.53,50,80.88,12.88,10.89,-0.7,3589.86,82.85,50,0
681600,681601.38,1.96,1631.16,3190.36,50,80.92,12.88,10.89,-0.77,3569.44,82.88,50,0
682200,682201.38,1.95,1625.62,3169.18,50,80.95,12.88,10.89,-0.83,3549.01,82.92,50,0
682800,682801.38,1.94,1620.07,3148,50,80.98,12.88,10.89,-0.9,3528.59,82.95,50,0
683400,683700.69,1.93,1613.03,3120.97,50,81.03,12.88,10.89,-1,3497.95,83,50,0
684000,684001.38,1.93,1608.9,3105.62,50,81.05,12.88,10.89,-1.1,3467.35,83.05,50,0
684600,684601.38,1.92,1596.38,3059.66,50,81.09,12.88,10.9,-1.1,3467.24,83.05,50,0
685200,685201.38,1.9,1583.78,3013.7,50,81.13,12.88,10.9,-1.18,3417.9,83.09,50,0
685800,685801.38,1.89,1571.09,2967.74,50,81.18,12.88,10.9,-1.27,3368.55,83.13,50,0
686400,686401.38,1.87,1558.3,2921.78,50,81.22,12.88,10.9,-1.35,3319.21,83.18,50,0
687000,687300.69,1.85,1539.26,2853.93,50,81.28,12.88,10.9,-1.48,3245.19,83.24,50,0
687600,687601.38,1.85,1532.42,2829.74,50,81.3,12.88,10.9,-1.6,3171.29,83.3,50,0
688200,688201.38,1.83,1520.23,2787.06,50,81.33,12.88,10.9,-1.6,3171.18,83.3,50,0
688800,688801.38,1.82,1507.93,2744.28,50,81.37,12.88,10.9,-1.67,3124.52,83.33,50,0
689400,689401.38,1.81,1495.55,2701.51,50,81.4,12.88,10.9,-1.73,3077.85,83.37,50,0
690000,690001.38,1.79,1483.07,2658.73,50,81.43,12.88,10.9,-1.8,3031.18,83.4,50,0
690600,690601.38,1.78,1470.5,2615.95,50,81.47,12.88,10.9,-1.87,2984.51,83.43,50,0
691200,691200.69,1.77,1460.73,2582.7,50,81.5,12.88,10.9,-1.97,2914.56,83.48,50,0
691800,691801.38,1.77,1460.13,2578.43,50,81.58,12.88,10.88,-2,2891.29,83.5,50,0
692400,692401.38,1.77,1462.34,2583.44,50,81.65,12.88,10.88,-2.03,2897.47,83.52,50,0
693000,693001.38,1.77,1464.56,2588.45,50,81.73,12.88,10.88,-2.07,2903.65,83.53,50,0
693600,693601.38,1.77,1466.77,2593.46,50,81.8,12.88,10.88,-2.1,2909.82,83.55,50,0
694200,694201.38,1.77,1468.98,2598.47,50,81.88,12.88,10.88,-2.13,2916,83.57,50,0
694800,694800.69,1.78,1477.29,2623.62,50,81.95,12.88,10.88,-2.18,2925.26,83.59,50,0
695400,695401.38,1.77,1471.92,2603.06,50,82.04,12.88,10.88,-2.2,2928.34,83.6,50,0
696000,696001.38,1.77,1472.62,2602.6,50,82.13,12.88,10.88,-2.25,2926.72,83.63,50,0
696600,696601.38,1.77,1473.32,2602.14,50,82.23,12.88,10.88,-2.3,2925.09,83.65,50,0
697200,697201.38,1.77,1474.03,2601.68,50,82.32,12.88,10.88,-2.35,2923.47,83.68,50,0
697800,697801.38,1.76,1474.73,2601.22,50,82.41,12.88,10.88,-2.4,2921.84,83.7,50,0
698400,698400.69,1.77,1483.73,2628.15,50,82.5,12.88,10.88,-2.48,2919.41,83.74,50,0
699000,699001.38,1.77,1481.74,2618.96,50,82.58,12.88,10.87,-2.5,2918.64,83.75,50,0
699600,699601.38,1.77,1488.04,2637.15,50,82.67,12.88,10.87,-2.53,2936.65,83.77,50,0
700200,700201.38,1.78,1494.32,2655.34,50,82.75,12.88,10.87,-2.57,2954.67,83.78,50,0
700800,700801.38,1.78,1500.6,2673.52,50,82.83,12.88,10.87,-2.6,2972.69,83.8,50,0
701400,701700.69,1.79,1515.92,2720.58,50,82.96,12.88,10.87,-2.65,2999.71,83.83,50,0
